#  0. Tycho ID.
#  1. Parallax value [mas].
#  2. Parallax error [mas].
#  3. Johnson U magnitude [mag].
#  4. Johnson B magnitude [mag].
#  5. Johnson V magnitude [mag].
#  6. Cousins R magnitude [mag].
#  7. Cousins I magnitude [mag].
#  8. 2MASS J magnitude [mag].
#  9. 2MASS H magnitude [mag].
# 10. 2MASS K magnitude [mag].
# 11. Error Johnson U magnitude [mag].
# 12. Error Johnson B magnitude [mag].
# 13. Error Johnson V magnitude [mag].
# 14. Error Cousins R magnitude [mag].
# 15. Error Cousins I magnitude [mag].
# 16. Error 2MASS J magnitude [mag].
# 17. Error 2MASS H magnitude [mag].
# 18. Error 2MASS K magnitude [mag].
4619-1780-1,0.913,0.498,14.787,13.426,12.126,11.411,10.811,9.891,9.203,9.1,0.0216,0.0085,0.0088,0.0123,0.0157,0.027,0.031,0.021
4688-87-1,0.606,0.494,12.41,12.397,12.405,12.412,12.409,12.336,12.389,12.361,0.0017,0.0007,0.0007,0.0004,0.0011,0.025,0.026,0.03
4700-656-1,2.01,2.41,9.572,10.193,10.304,10.352,10.412,10.517,10.588,10.635,0.0024,0.0006,0.0006,0.0006,0.0006,0.026,0.023,0.021
4718-282-1,4.348,0.314,11.297,11.313,10.803,10.495,10.179,9.761,9.511,9.473,0.0022,0.002,0.002,0.0016,0.0027,0.023,0.022,0.024
4718-375-1,0.561,0.463,13.343,12.657,11.531,10.931,10.366,9.517,8.965,8.815,0.004,0.0015,0.0015,0.0015,0.0015,0.026,0.023,0.023
4718-501-1,5.768,0.91,12.171,12.014,11.302,10.878,10.493,9.96,9.581,9.543,0.0031,0.0007,0.0007,0.001,0.0027,0.024,0.021,0.021
4736-1132-1,2.091,0.318,10.954,10.836,10.589,10.456,10.318,10.204,10.133,10.099,0.001,0.0003,0.0005,0.0005,0.0006,0.029,0.032,0.027
4737-23-1,0.933,0.352,12.105,11.9,11.719,11.627,11.53,11.343,11.311,11.245,0.0014,0.0005,0.0005,0.0005,0.0006,0.024,0.024,0.025
4741-1019-1,3.258,0.247,12.74,12.45,11.64,11.18,10.72,10.07,9.616,9.474,0.05,0.04,0.01,0.01,0.06,0.022,0.024,0.02
4769-827-1,0.949,0.328,15.455,13.355,11.483,10.436,9.484,7.983,7.109,6.822,0.0097,0.0028,0.0038,0.0038,0.0038,0.021,0.047,0.017
4800-469-1,5.749,0.246,11.277,11.183,10.574,10.226,9.905,9.512,9.257,9.173,0.0011,0.0003,0.0004,0.0004,0.0004,0.023,0.022,0.021
4800-904-1,1.255,0.381,12.516,12.427,12.113,11.92,11.725,11.448,11.321,11.278,0.006,0.003,0.003,0.003,0.0039,0.024,0.023,0.023
4800-1461-1,0.416,0.485,12.538,12.428,12.271,12.191,12.105,11.972,11.881,11.876,0.004,0.002,0.002,0.002,0.0018,0.026,0.023,0.024
4800-1475-1,2.032,0.31,12.362,11.202,10.026,9.412,8.875,8.021,7.486,7.297,0.002,0.0005,0.0005,0.0005,0.0003,0.023,0.057,0.023
4801-48-1,0.369,0.395,13.126,12.222,11.118,10.543,10.015,9.218,8.659,8.517,0.0042,0.0035,0.0035,0.0035,0.0015,0.028,0.04,0.023
4801-515-1,2.179,0.311,12.498,12.429,11.878,11.566,11.267,10.84,10.59,10.525,0.0029,0.003,0.002,0.002,0.0039,0.026,0.022,0.023
4817-1116-1,0.96,0.646,11.156,11.443,11.48,11.459,11.451,11.44,11.445,11.458,0.0027,0.0009,0.0019,0.0019,0.0015,0.027,0.022,0.026
4833-597-1,2.282,0.366,10.247,10.209,9.807,9.554,9.307,8.952,8.79,8.738,0.0006,0.0007,0.0007,0.0007,0.0007,0.023,0.036,0.019
4833-1280-1,1.673,0.498,9.131,9.351,9.419,9.45,9.492,9.55,9.577,9.6,0.0006,0.0006,0.0006,0.0006,0.0006,0.023,0.023,0.024
4834-2131-1,0.23,0.563,12.442,11.951,11.076,10.603,10.155,9.483,9.033,8.942,0.002,0.0009,0.001,0.001,0.0014,0.027,0.023,0.019
4865-136-1,2.782,0.876,10.403,10.297,10.14,10.062,9.978,9.813,9.739,9.726,0.0007,0.0006,0.0006,0.0006,0.0006,0.023,0.022,0.023
4865-508-1,3.224,0.326,11.921,10.426,9.15,8.501,7.948,7.082,6.498,6.313,0.0011,0.0009,0.0009,0.0009,0.0009,0.024,0.027,0.018
4896-1223-1,6.011,0.924,12.806,12.388,11.576,11.123,10.712,10.115,9.725,9.628,0.005,0.0023,0.0023,0.0023,0.0023,0.022,0.025,0.023
4896-1224-1,1.142,0.722,12.043,10.898,9.737,9.146,8.628,7.764,7.256,7.09,0.0017,0.0006,0.0005,0.0003,0.0009,0.02,0.036,0.036
4896-1289-1,2.653,0.841,13.458,12.402,11.249,10.637,10.077,9.226,8.58,8.472,0.0066,0.0037,0.0037,0.0037,0.0037,0.024,0.033,0.027
4896-1300-1,2.601,0.411,10.266,10.135,9.874,9.728,9.577,9.331,9.246,9.199,0.0014,0.001,0.001,0.001,0.001,0.025,0.025,0.025
4896-1621-1,2.241,0.969,12.077,12.045,11.552,11.259,10.968,10.57,10.335,10.359,0.0034,0.0027,0.0027,0.0027,0.0017,0.026,0.023,0.026
4914-950-1,6.655,0.452,10.822,10.567,9.903,9.537,9.206,8.732,8.481,8.432,0.002,0.0007,0.0007,0.0007,0.0004,0.026,0.044,0.023
4923-62-1,1.31,0.712,11.998,12.21,11.789,11.29,11.036,10.757,10.493,10.473,0.008,0.035,0.02,0.009,0.006,0.024,0.022,0.021
4927-534-1,4.89,0.855,12.034,11.915,11.292,10.937,10.6,10.164,9.861,9.793,0.0034,0.0029,0.0029,0.0029,0.0029,0.024,0.024,0.023
4932-143-1,3.567,0.378,10.172,10.229,9.859,9.629,9.394,9.072,8.957,8.883,0.0008,0.0007,0.0007,0.0007,0.0006,0.02,0.023,0.021
4932-345-1,1.952,0.496,12.192,12.249,11.836,11.574,11.301,10.915,10.738,10.678,0.003,0.003,0.003,0.003,0.003,0.022,0.022,0.021
4949-729-1,0.405,0.434,12.628,10.962,9.37,8.538,7.779,6.653,5.91,5.775,0.0049,0.0067,0.0067,0.0067,0.0067,0.023,0.027,0.018
4949-897-1,3.486,0.724,12.432,12.287,11.665,11.308,10.974,10.535,10.272,10.212,0.009,0.009,0.009,0.009,0.009,0.026,0.025,0.023
4949-1047-1,5.12,0.379,10.146,10.181,9.705,9.417,9.126,8.739,8.502,8.455,0.0008,0.0003,0.0005,0.0005,0.0005,0.034,0.034,0.023
4966-1321-1,51.636,0.428,12.91,11.692,10.27,9.36,8.499,7.447,6.896,6.655,0.0082,0.0082,0.006,0.006,0.0032,0.018,0.031,0.023
4967-579-1,3.524,0.628,11.601,11.832,11.451,11.184,10.892,10.509,10.268,10.208,0.003,0.0008,0.0008,0.0008,0.0008,0.024,0.023,0.021
4971-48-1,-1.87,1.4,9.16,10.071,10.256,10.33,10.429,10.636,10.757,10.774,0.002,0.0006,0.0006,0.0006,0.0006,0.024,0.022,0.019
4985-159-1,5.431,0.337,9.803,9.855,9.477,9.244,9.009,8.733,8.55,8.524,0.0022,0.0009,0.0009,0.0009,0.0009,0.023,0.044,0.024
4985-500-1,0.973,0.259,12.729,11.15,9.786,9.056,8.412,7.44,6.756,6.548,0.002,0.0008,0.0008,0.0008,0.0008,0.021,0.027,0.026
4985-517-1,1.374,0.315,12.132,10.647,9.341,8.665,8.073,7.116,6.528,6.324,0.0016,0.0007,0.0007,0.0007,0.0007,0.02,0.033,0.017
5016-561-1,5.168,0.307,9.591,9.435,9.036,8.804,8.578,8.198,8.109,8.021,0.0027,0.001,0.001,0.001,0.001,0.019,0.053,0.023
5017-81-1,1.123,0.317,14.079,12.89,11.676,11.009,10.402,9.473,8.8,8.73,0.003,0.0039,0.004,0.004,0.004,0.024,0.034,0.025
5017-320-1,1.593,0.731,12.899,12.904,12.342,11.991,11.634,11.15,10.843,10.847,0.0038,0.0013,0.002,0.002,0.0017,0.026,0.024,0.025
5017-367-1,1.118,0.443,12.042,10.74,9.446,8.734,8.081,7.045,6.328,6.182,0.0013,0.0011,0.0011,0.0011,0.0011,0.021,0.034,0.023
5048-853-1,5.786,0.271,9.671,9.588,9.208,8.983,8.759,8.446,8.323,8.223,0.0009,0.0005,0.0005,0.0005,0.0005,0.029,0.063,0.033
5048-933-1,3.899,0.323,10.639,10.023,9.059,8.537,8.039,7.265,6.765,6.643,0.0009,0.0006,0.0006,0.0006,0.0006,0.024,0.02,0.024
5049-473-1,-0.024,0.661,11.064,10.882,10.702,10.602,10.493,10.253,10.197,10.131,0.0006,0.0006,0.0006,0.0006,0.0006,0.023,0.024,0.021
5056-274-1,13.53,1.15,7.518,8.661,8.943,9.07,9.205,9.463,9.461,9.418,0.0177,0.0008,0.0008,0.0008,0.0008,0.027,0.03,0.023
5072-1232-1,95.17,0.29,12.571,11.486,10.071,9.101,7.958,6.78,6.193,5.975,0.0028,0.003,0.003,0.003,0.003,0.029,0.021,0.026
5082-1171-1,4.222,0.709,11.189,10.962,10.353,9.977,9.584,9.041,8.81,8.719,0.003,0.0022,0.0022,0.0022,0.0022,0.027,0.059,0.023
5082-2064-1,2.722,0.364,12.387,10.798,9.333,8.546,7.839,6.7,6.05,5.862,0.003,0.0008,0.0008,0.0008,0.0008,0.021,0.033,0.023
5270-1692-1,5.519,0.937,9.987,11.102,11.184,11.133,11.039,10.868,10.704,10.62,0.0021,0.0015,0.0015,0.0015,0.0017,0.026,0.024,0.021
5271-1721-1,2.96,1.95,9.848,10.686,10.885,10.98,11.089,11.313,11.421,11.453,0.0146,0.0015,0.0015,0.0008,0.0024,0.022,0.024,0.023
5635-1241-1,232.286,0.488,12.829,11.638,10.072,8.917,7.421,5.95,5.373,5.075,0.003,0.0021,0.0021,0.0021,0.0021,0.024,0.04,0.024
5642-1583-1,153.695,0.351,14.691,13.436,11.759,10.574,9.044,7.555,7.056,6.724,0.0032,0.004,0.004,0.004,0.004,0.024,0.061,0.017
5783-1513-1,84.933,0.349,13.501,12.362,10.869,9.891,8.805,7.688,7.121,6.909,0.004,0.0032,0.0021,0.0007,0.0021,0.029,0.036,0.029
5819-618-1,3.25,1.52,9.374,9.992,10.111,10.163,10.23,10.366,10.441,10.479,0.0013,0.0009,0.0006,0.0009,0.001,0.022,0.022,0.023
5852-1248-1,0.586,0.356,12.527,12.427,11.642,11.189,10.713,10.053,9.612,9.464,0.005,0.012,0.018,0.001,0.001,0.024,0.023,0.019
7639-1289-1,1.2,0.5,6.758,8.017,8.287,8.391,8.543,8.862,9.005,9.072,0.0029,0.0024,0.0024,0.0012,0.0012,0.026,0.025,0.023
7645-95-1,2.224,0.297,12.23,12.07,11.563,11.199,10.918,10.425,10.217,10.134,0.004,0.002,0.002,0.002,0.004,0.026,0.022,0.021
7645-895-1,2.698,0.372,9.346,9.466,9.359,9.386,9.291,9.132,9.082,9.05,0.001,0.001,0.001,0.004,0.005,0.035,0.022,0.024
8024-363-1,0.734,0.249,12.895,12.739,12.334,12.072,11.799,11.276,10.967,10.914,0.0014,0.011,0.011,0.011,0.011,0.023,0.025,0.023
8024-627-1,1.198,0.475,13.903,11.992,10.447,9.513,8.417,7.108,6.374,6.085,0.004,0.0008,0.0008,0.0008,0.001,0.027,0.034,0.016
8207-259-1,4.946,0.281,11.473,11.424,10.868,10.542,10.234,9.833,9.595,9.517,0.005,0.003,0.003,0.002,0.002,0.026,0.027,0.021
8904-1409-1,-0.718,0.439,10.857,11.76,11.751,12.13,11.857,11.934,12.008,11.982,0.067,0.02,0.0251,0.09,0.057,0.023,0.025,0.023
9161-920-1,0.003,0.357,10.492,11.303,11.1,11.32,10.699,10.945,10.86,10.785,0.074,0.042,0.01,0.03,0.165,0.026,0.032,0.032
9163-936-1,-0.559,0.588,11.946,12.85,12.71,12.8,12.26,12.235,12.084,11.843,0.038,0.03,0.04,0.08,0.132,0.026,0.025,0.029
