#  0. Tycho ID.
#  1. Parallax value [mas].
#  2. Parallax error [mas].
#  3. Johnson U magnitude [mag].
#  4. Johnson B magnitude [mag].
#  5. Johnson V magnitude [mag].
#  6. Cousins R magnitude [mag].
#  7. Cousins I magnitude [mag].
#  8. 2MASS J magnitude [mag].
#  9. 2MASS H magnitude [mag].
# 10. 2MASS K magnitude [mag].
# 11. Error Johnson U magnitude [mag].
# 12. Error Johnson B magnitude [mag].
# 13. Error Johnson V magnitude [mag].
# 14. Error Cousins R magnitude [mag].
# 15. Error Cousins I magnitude [mag].
# 16. Error 2MASS J magnitude [mag].
# 17. Error 2MASS H magnitude [mag].
# 18. Error 2MASS K magnitude [mag].
2953-1310-1,1.553,0.265,11.145,10.227,9.117,8.534,8.004,7.161,6.652,6.504,0.0014,0.0018,0.0019,0.0018,0.0014,0.024,0.031,0.017
2953-1709-1,-0.119,0.409,14.543,12.771,11.071,9.693,8.07,6.387,5.495,5.168,0.0025,0.0039,0.004,0.0031,0.0031,0.021,0.016,0.017
2953-1727-1,1.425,0.436,9.842,9.667,9.542,9.454,9.385,9.232,9.218,9.185,0.0027,0.0029,0.003,0.0029,0.0021,0.023,0.021,0.021
2998-288-1,2.698,0.277,10.99,9.901,8.79,8.22,7.719,6.879,6.372,6.245,0.002,0.002,0.0022,0.0018,0.0018,0.02,0.017,0.02
2998-480-1,1.076,0.416,9.068,8.894,8.292,7.948,7.618,7.184,6.901,6.861,0.0038,0.004,0.004,0.0039,0.0036,0.023,0.036,0.02
2998-498-1,4.622,0.286,10.767,10.773,10.295,10.01,9.732,9.393,9.177,9.07,0.0002,0.0004,0.0007,0.0006,0.0002,0.022,0.016,0.014
2998-586-1,5.573,0.354,10.284,10.22,9.766,9.481,9.206,8.829,8.637,8.55,0.0039,0.03,0.0004,0.0003,0.0005,0.019,0.027,0.024
2998-959-1,3.144,0.334,11.147,11.039,10.474,10.15,9.844,9.414,9.18,9.092,0.0008,0.0004,0.0006,0.0004,0.0002,0.018,0.016,0.014
2998-1195-1,8.431,0.36,10.154,10.139,9.59,9.267,8.945,8.491,8.225,8.16,0.0007,0.0009,0.001,0.0004,0.0004,0.023,0.016,0.015
2999-77-1,5.775,0.294,13.32,12.936,12.133,11.675,11.24,10.635,10.249,10.161,0.0019,0.0006,0.0007,0.0003,0.0011,0.027,0.032,0.02
2999-181-1,0.937,0.569,11.578,10.944,10.001,9.497,9.025,8.4,7.841,7.748,0.0007,0.0003,0.0006,0.0018,0.0017,0.039,0.029,0.021
2999-381-1,1.175,0.389,13.496,12.421,11.304,10.722,10.207,9.462,8.894,8.755,0.0023,0.0007,0.0005,0.0003,0.0005,0.023,0.026,0.024
3023-1590-1,13.164,0.272,12.379,11.74,10.834,10.303,9.836,9.151,8.691,8.604,0.0008,0.002,0.0022,0.0019,0.0019,0.02,0.016,0.015
3023-1691-1,3.923,0.257,12.451,12.434,11.831,11.497,11.151,10.668,10.367,10.348,0.0033,0.0012,0.0012,0.0026,0.0026,0.022,0.032,0.021
3023-1724-1,1.01,0.241,12.267,11.283,10.212,9.651,9.141,8.343,7.822,7.691,0.0003,0.0012,0.0013,0.0009,0.0008,0.026,0.02,0.018
3023-1747-1,3.728,0.248,11.993,12.02,11.377,11.019,10.671,10.204,9.878,9.851,0.0011,0.04,0.0007,0.0006,0.0007,0.018,0.016,0.017
3023-1842-1,6.432,0.281,12.581,12.118,11.313,10.856,10.439,9.822,9.41,9.342,0.0009,0.0004,0.0007,0.0006,0.0002,0.018,0.016,0.017
3023-1859-1,1.823,0.238,11.607,10.54,9.317,8.708,8.161,7.264,6.683,6.573,0.0025,0.06,0.001,0.0006,0.0003,0.018,0.016,0.016
3023-1899-1,3.043,0.265,12.384,12.427,11.891,11.566,11.241,10.813,10.522,10.477,0.0008,0.0008,0.0011,0.001,0.0005,0.018,0.016,0.013
3023-1974-1,4.598,0.302,12.346,12.111,11.429,11.051,10.701,10.215,9.877,9.83,0.0023,0.0022,0.0005,0.0013,0.0012,0.018,0.016,0.013
3023-2275-1,2.263,0.438,11.372,11.34,10.63,10.258,9.895,9.41,9.085,9.046,0.0007,0.04,0.0006,0.0009,0.0005,0.019,0.027,0.022
3023-2287-1,3.811,0.301,11.969,11.848,11.209,10.839,10.487,9.998,9.668,9.636,0.0027,0.0004,0.0006,0.0008,0.0011,0.019,0.026,0.022
3023-2314-1,2.72,0.273,10.662,10.632,10.152,9.869,9.581,9.191,8.993,8.951,0.0006,0.0003,0.0006,0.001,0.0012,0.02,0.016,0.018
3023-2323-1,11.394,0.249,9.343,9.449,8.961,8.657,8.348,7.928,7.679,7.645,0.0027,0.0018,0.002,0.0017,0.0005,0.029,0.027,0.021
3023-2325-1,0.843,0.27,13.087,12.213,11.174,10.627,10.133,9.356,8.857,8.69,0.0016,0.0008,0.0008,0.0006,0.0002,0.02,0.016,0.014
3042-267-1,3.319,0.229,11.766,11.875,11.421,11.14,10.86,10.47,10.267,10.224,0.0015,0.0016,0.0013,0.0007,0.0016,0.021,0.017,0.014
3042-464-1,2.837,0.228,13.068,12.666,11.907,11.488,11.113,10.605,10.275,10.17,0.0015,0.0024,0.0007,0.001,0.001,0.021,0.017,0.012
3042-692-1,2.501,0.233,13.603,12.939,12.039,11.556,11.129,10.487,10.064,9.982,0.0029,0.0031,0.0034,0.0025,0.0024,0.021,0.017,0.012
3060-193-1,2.005,0.236,12.537,12.553,12.011,11.692,11.363,11.129,10.869,10.748,0.0021,0.0021,0.0005,0.0005,0.001,0.027,0.031,0.027
3060-534-1,0.839,0.245,12.111,11.987,11.807,11.678,11.521,11.26,11.155,11.119,0.0003,0.0007,0.0012,0.0008,0.0007,0.02,0.018,0.02
3060-544-1,2.068,0.237,10.476,10.415,9.953,9.671,9.394,8.988,8.794,8.753,0.0008,0.001,0.0012,0.0007,0.0006,0.021,0.023,0.02
3060-810-1,1.826,0.237,11.784,10.371,9.12,8.46,7.879,6.954,6.327,6.185,0.0031,0.0022,0.0025,0.0022,0.0022,0.021,0.017,0.016
3060-812-1,2.132,0.241,11.081,10.079,9.024,8.483,7.989,7.189,6.683,6.575,0.0042,0.0027,0.0011,0.0015,0.0013,0.021,0.021,0.02
3060-986-1,2.649,0.239,9.521,9.414,9.258,9.196,9.101,8.946,8.927,8.922,0.0009,0.0007,0.0013,0.0011,0.0016,0.018,0.017,0.016
3060-1007-1,1.913,0.234,13.117,12.454,11.539,11.03,10.575,9.894,9.413,9.34,0.0039,0.0004,0.001,0.0008,0.0004,0.02,0.019,0.021
3060-1198-1,3.499,0.223,11.24,11.303,10.87,10.599,10.341,9.979,9.809,9.762,0.0009,0.001,0.0007,0.0017,0.0016,0.021,0.014,0.013
3060-1220-1,2.43,0.81,7.898,7.797,7.686,7.631,7.589,7.449,7.452,7.522,0.0024,0.0028,0.0021,0.0028,0.0024,0.021,0.024,9.995
3060-1882-1,4.792,0.24,9.961,9.976,9.605,9.384,9.149,8.776,8.655,8.615,0.0003,0.0011,0.0012,0.0005,0.0016,0.02,0.014,0.013
3108-79-1,1.361,0.368,12.52,12.383,11.771,11.416,11.074,10.604,10.287,10.261,0.0007,0.0005,0.0008,0.0007,0.0012,0.021,0.016,0.018
3152-125-1,1.359,0.297,13.092,13.044,12.5,12.171,11.84,11.414,11.156,11.112,0.0016,0.002,0.0011,0.0005,0.0005,0.021,0.018,0.016
3152-273-1,0.974,0.276,12.93,12.725,12.315,12.079,11.821,11.446,11.263,11.223,0.0018,0.0008,0.0017,0.0014,0.0011,0.021,0.018,0.018
3152-2107-1,2.147,0.297,13.012,12.969,12.409,12.083,11.767,11.358,11.069,11.092,0.002,0.0004,0.0007,0.0004,0.0011,0.021,0.018,0.016
3153-533-1,0.879,0.31,12.831,12.223,11.463,11.015,10.526,9.811,9.641,9.544,0.0036,0.0008,0.0012,0.0007,0.0004,0.021,0.018,0.015
3162-1101-1,1.085,0.519,12.65,12.98,11.85,12.02,11.82,11.506,11.387,11.315,0.01,0.34,0.18,0.01,0.01,0.02,0.019,0.018
3249-846-1,1.577,0.589,11.419,11.281,10.824,10.556,10.296,9.923,9.75,9.678,0.0013,0.0012,0.0007,0.0007,0.0007,0.023,0.021,0.02
3249-1103-1,24.425,0.305,10.392,9.817,8.951,8.475,8.057,7.439,7.027,6.941,0.0006,0.0016,0.0017,0.0014,0.0009,0.021,0.015,0.021
3262-762-1,3.178,0.514,11.477,11.176,10.412,9.982,9.574,9.014,8.653,8.578,0.0023,0.0021,0.0006,0.001,0.0021,0.024,0.027,0.023
3262-924-1,4.016,0.634,12.359,11.487,10.458,9.904,9.416,8.649,8.185,8.03,0.0019,0.001,0.0004,0.0008,0.0014,0.024,9.995,0.02
3262-956-1,0.323,0.869,11.642,11.527,11.109,10.85,10.578,10.217,10.016,9.985,0.0005,0.0003,0.0005,0.0003,0.0005,0.022,0.022,0.018
3262-969-1,0.32,0.772,13.013,12.99,12.475,12.172,11.867,11.568,11.237,11.2,0.0027,0.0015,0.0022,0.0021,0.0012,0.027,0.022,0.023
3262-1236-1,1.307,0.421,11.732,11.095,10.127,9.613,9.132,8.397,7.913,7.836,0.0027,0.0013,0.0014,0.001,0.0009,0.023,0.018,0.016
3262-1655-1,1.504,0.439,12.016,11.042,9.951,9.38,8.863,8.047,7.536,7.416,0.0011,0.0015,0.0016,0.0015,0.0014,0.018,0.024,0.021
3262-1889-1,3.25,0.979,12.17,11.971,11.307,10.93,10.575,10.086,9.795,9.724,0.0005,0.0004,0.0007,0.0008,0.0003,0.022,0.021,0.017
3283-1238-1,2.253,0.252,12.465,11.507,10.389,9.784,9.241,8.379,7.801,7.691,0.0007,0.0017,0.001,0.0009,0.0008,0.032,0.051,0.027
3283-1242-1,0.907,0.386,12.119,11.981,11.714,11.568,11.401,11.149,11.013,10.986,0.0012,0.0004,0.0009,0.0008,0.0007,0.024,0.028,0.022
3313-217-1,1.093,0.372,14.46,12.247,10.368,9.199,7.925,6.305,5.374,5.094,0.004,0.0011,0.0007,0.0006,0.0007,0.023,0.017,0.018
3313-258-1,0.345,0.351,11.362,11.77,11.559,11.426,11.285,11.128,11.092,11.085,0.0011,0.09,0.0009,0.0006,0.0004,0.021,0.023,0.023
3313-281-1,2.131,0.232,12.381,11.221,9.972,9.309,8.722,7.738,7.215,7.042,0.0008,0.0011,0.0013,0.0012,0.001,0.023,0.018,0.016
3313-312-1,2.974,0.299,11.2,11.033,10.658,10.456,10.243,9.927,9.805,9.773,0.0013,0.0003,0.0006,0.0003,0.0008,0.02,0.021,0.022
3313-518-1,0.905,0.499,9.552,10.007,9.835,9.725,9.609,9.505,9.521,9.522,0.0015,0.0006,0.0008,0.0007,0.0003,0.02,0.027,0.022
3313-753-1,4.026,0.342,12.57,12.416,11.716,11.309,10.918,10.365,10.06,9.98,0.0011,0.0006,0.0005,0.0011,0.0009,0.021,0.026,0.022
3313-858-1,0.979,0.307,12.102,11.978,11.7,11.546,11.382,11.081,11.034,11.004,0.002,0.0009,0.001,0.0009,0.0007,0.021,0.027,0.021
3313-1032-1,1.994,0.265,11.452,11.061,10.546,10.259,9.957,9.502,9.369,9.28,0.0007,0.0009,0.0005,0.0007,0.0003,0.021,0.026,0.022
3326-163-1,2.033,0.241,11.49,11.36,10.691,10.323,9.951,9.43,9.175,9.103,0.0083,0.08,0.0014,0.0012,0.001,0.023,0.029,0.024
3326-201-1,3.543,0.38,12.426,11.32,10.335,9.744,9.226,8.404,7.9,7.805,0.0007,0.08,0.0012,0.0011,0.0009,0.019,0.015,0.018
3326-641-1,5.296,0.292,9.906,9.89,9.437,9.144,8.858,8.46,8.27,8.196,0.0121,0.03,0.0007,0.0058,0.0056,0.026,0.046,0.018
3466-388-1,3.821,0.265,12.811,12.647,11.972,11.568,11.188,10.644,10.287,10.23,0.0019,0.002,0.0008,0.0008,0.0008,0.022,0.029,0.024
3490-65-1,5.118,0.22,10.398,10.385,9.829,9.497,9.171,8.721,8.459,8.411,0.001,0.0004,0.0008,0.001,0.0017,0.026,0.02,0.021
3540-70-1,0.208,0.294,13.425,12.08,10.871,10.196,9.573,8.597,7.957,7.836,0.0011,0.18,0.0006,0.0008,0.0006,0.029,0.023,0.02
3540-301-1,0.504,0.353,14.648,13.461,12.171,11.465,10.797,9.8,9.131,8.988,0.0002,0.0022,0.0007,0.0003,0.0008,0.025,0.02,0.011
3540-424-1,1.633,0.324,13.155,11.7,10.489,9.838,9.277,8.347,7.81,7.688,0.0014,0.11,0.0005,0.0003,0.0004,0.02,0.021,0.016
3540-2639-1,0.632,0.372,14.139,12.83,11.625,11.009,10.465,9.567,9.022,8.885,0.0011,0.0013,0.0006,0.0003,0.0005,0.021,0.026,0.011
3540-2710-1,2.096,0.356,12.078,11.937,11.351,11.022,10.706,10.265,10.019,9.981,0.0016,0.0024,0.0025,0.0024,0.0006,0.021,0.02,0.011
3540-2721-1,2.469,0.318,12.226,12.14,11.556,11.23,10.913,10.453,10.199,10.172,0.0005,0.0005,0.0013,0.0003,0.0012,0.021,0.018,0.011
3540-2796-1,1.97,0.228,11.282,9.841,8.575,7.917,7.34,6.372,5.8,5.651,0.0055,0.0016,0.0014,0.0032,0.0014,0.027,0.016,0.017
3540-3084-1,3.64,0.242,12.196,11.418,10.451,9.93,9.475,8.738,8.261,8.17,0.0031,0.0004,0.0006,0.0024,0.0016,0.026,0.023,0.018
3540-3091-1,1.086,0.27,13.627,12.427,11.27,10.65,10.102,9.271,8.673,8.566,0.0005,0.0005,0.0011,0.0008,0.0007,0.021,0.017,0.011
3540-3110-1,1.449,0.293,12.172,10.986,9.854,9.271,8.759,7.975,7.426,7.293,0.0021,0.0014,0.0006,0.0017,0.0015,0.032,0.033,0.021
3604-146-1,0.641,0.622,14.78,12.716,10.973,9.898,8.731,7.245,6.433,6.161,0.0069,0.0029,0.0033,0.0031,0.0029,0.02,0.031,0.017
3604-160-1,2.561,0.473,10.73,10.656,10.367,10.202,10.035,9.791,9.683,9.645,0.0001,0.0009,0.0012,0.0011,0.0011,0.022,0.028,0.024
3604-222-1,2.566,0.349,10.435,10.276,9.969,9.787,9.588,9.271,9.158,9.112,0.0003,0.0006,0.0009,0.0007,0.0007,0.022,0.027,0.024
3604-415-1,3.677,0.254,10.864,10.657,10.038,9.694,9.38,8.936,8.686,8.64,0.0022,0.0007,0.0003,0.0003,0.0006,0.02,0.038,0.022
3810-1604-1,9.29,2.48,10.666,11.824,12.093,12.178,12.261,12.303,12.155,12.142,0.0017,0.0026,0.0028,0.0024,0.0016,0.021,0.033,0.024
3834-178-1,3.225,0.358,12.292,12.15,11.5,11.128,10.777,10.319,9.995,9.914,0.004,0.12,0.0023,0.0015,0.001,0.022,0.021,0.018
3875-630-1,3.096,0.269,12.397,12.43,12.18,11.73,11.448,11.019,10.747,10.72,0.006,0.2,0.2,0.002,0.002,0.022,0.021,0.02
4154-408-1,2.635,0.22,12.417,11.758,10.831,10.321,9.851,9.176,8.67,8.558,0.0007,0.0005,0.0006,0.0004,0.0002,0.021,0.015,0.02
4500-310-1,6.681,0.26,10.38,10.29,9.57,9.11,8.89,8.303,7.933,7.854,0.02,0.03,0.03,0.03,0.02,0.035,0.044,0.024
4500-1478-1,6.549,0.25,11.74,11.21,11.34,9.96,9.6,8.763,8.323,8.213,0.02,0.06,0.03,0.03,0.02,0.026,0.042,0.018
4619-318-1,0.702,0.289,13.653,13.106,12.118,11.552,11.03,10.271,9.78,9.701,0.0198,0.01,0.0116,0.0174,0.0214,0.025,0.03,0.02
4619-673-1,0.337,0.284,14.353,12.843,11.541,10.799,10.151,9.292,8.597,8.441,0.0208,0.0091,0.0095,0.0118,0.0193,0.029,0.042,0.023
